,Player,Short Name,Player ID,Birthdate,Team,Competition,Season,Season ID,Position Group,Minutes,PSV-99,TOP 5 PSV-99,Total Distance P90,M/min P90,Running Distance P90,HSR Distance P90,HSR Count P90,Sprinting Distance P90,Sprint Count P90,HI Distance P90,HI Count P90,Medium Acceleration Count P90,High Acceleration Count P90,Medium Deceleration Count P90,High Deceleration Count P90,Explosive Acceleration to HSR Count P90,Explosive Acceleration to Sprint Count P90,Note xPhysical,Note xPhy TOP 5 PSV-99,Note xPhy HI Distance P90,Note xPhy Total Distance P90,Note xPhy HSR Distance P90,Note xPhy Sprinting Distance P90,Note xPhy Sprint Count P90,Note xPhy High Acceleration Count P90,Note xPhy_max,xPhysical,Age
1255,Raphaël Adelino José Guerreiro,Raphaël Guerreiro,8869,1993-12-22,FC Bayern Munchen,GER - Bundesliga,2023/2024,28,Midfield,83.97,26.7,26.7,12279.74,136.44,2207.93,695.82,56.16,96.25,5.57,792.07,61.74,130.76,4.29,113.61,18.01,3.0,0.43,25,0,3,10,7,1,1,3,46,54.0,32.0
1256,Raphael Gregorio Guzzo,Raphael Guzzo,8870,1995-01-06,GD Chaves,POR - Primeira Liga,2023/2024,28,Midfield,83.07,26.77,27.2,11119.62,123.55,2039.36,699.24,54.04,127.04,7.18,826.28,61.22,114.98,3.79,97.92,11.51,1.76,0.41,24,0,3,7,7,2,2,3,46,52.0,30.0
1257,Raphaël Varane,R. Varane,8876,1993-04-25,Manchester United,ENG - Premier League,2023/2024,28,Central Defender,100.97,28.0,29.82,9175.47,101.95,1101.42,363.69,32.23,77.62,4.53,441.31,36.75,96.13,5.01,77.48,9.05,3.02,0.55,12,3,2,1,3,0,0,3,51,24.0,32.0
1258,Raúl Albiol Tortajada ,Raúl Albiol,8883,1985-09-04,Villarreal CF,ESP - LaLiga,2023/2024,28,Central Defender,95.06,28.56,30.7,9147.46,101.64,1047.15,320.66,30.21,92.53,5.29,413.19,35.5,100.62,4.3,78.5,11.32,2.58,1.08,12,6,1,1,1,1,1,1,51,24.0,40.0
1259,Raúl Albiol Tortajada ,Raúl Albiol,8883,1985-09-04,Villarreal CF,ESP - LaLiga,2024/2025,95,Central Defender,98.29,26.74,28.24,9251.7,102.8,1083.1,280.11,25.64,50.57,3.24,330.68,28.88,95.72,3.73,76.42,9.51,2.11,0.49,3,0,0,3,0,0,0,0,51,6.0,40.0
1260,Raúl Alonso Jiménez Rodríguez,R. Jiménez,8891,1991-05-05,Fulham,ENG - Premier League,2023/2024,28,Center Forward,88.42,29.25,30.62,9377.67,104.2,1262.68,529.36,58.41,223.85,13.15,753.21,71.56,118.23,11.98,96.62,24.66,8.06,2.19,21,4,1,1,1,5,5,4,50,42.0,34.0
1261,Raúl Alonso Jiménez Rodríguez,R. Jiménez,8891,1991-05-05,Fulham,ENG - Premier League,2024/2025,95,Center Forward,82.0,29.02,30.5,9363.22,104.04,1346.14,605.06,61.01,212.53,13.22,817.59,74.23,113.69,12.85,92.47,24.56,7.64,1.69,23,4,2,0,5,3,5,4,50,46.0,34.0
1262,Reece Burke,R. Burke,8905,1996-09-02,Luton Town,ENG - Premier League,2023/2024,28,Central Defender,95.54,29.55,30.42,9731.62,108.13,1268.34,469.25,47.67,178.8,10.17,648.05,57.84,107.01,6.91,82.71,14.7,4.84,2.2,45,6,4,7,7,7,7,7,51,88.0,29.0
1263,Remo Freuler,R. Freuler,8919,1992-04-15,Bologna,ITA - Serie A,2023/2024,28,Midfield,91.75,26.67,27.98,11439.2,127.1,2123.09,655.25,54.7,108.39,6.74,763.64,61.44,114.64,3.86,98.09,12.52,2.52,0.59,27,3,3,10,5,1,2,3,46,59.0,33.0
1264,Remo Freuler,R. Freuler,8919,1992-04-15,Bologna,ITA - Serie A,2024/2025,95,Midfield,95.59,26.94,28.32,10944.81,121.61,1923.74,619.12,51.25,114.02,6.75,733.14,58.0,105.17,3.64,89.1,11.99,2.32,0.5,22,3,2,7,5,2,2,1,46,48.0,33.0
1265,Rémy Cabella,R. Cabella,8923,1990-03-08,LOSC Lille,FRA - Ligue 1,2023/2024,28,Midfield,91.04,26.98,26.98,11447.12,127.19,1919.42,692.6,52.59,100.04,6.52,792.64,59.12,102.81,3.76,82.25,14.24,2.77,0.0,24,0,3,10,7,1,2,1,46,52.0,35.0
1266,Rémy Cabella,R. Cabella,8923,1990-03-08,LOSC Lille,FRA - Ligue 1,2023/2024,28,Wide Attacker,91.02,27.37,27.94,10780.08,119.78,1894.17,812.54,66.68,169.37,9.18,981.91,75.86,110.61,4.94,85.46,18.36,3.11,0.71,17,0,3,7,7,0,0,0,56,30.0,35.0
1267,Rémy Cabella,R. Cabella,8923,1990-03-08,LOSC Lille,FRA - Ligue 1,2024/2025,95,Wide Attacker,82.64,26.78,26.92,10700.89,118.9,1827.83,773.43,57.9,113.45,6.9,886.87,64.8,113.08,5.63,88.4,15.61,3.45,0.73,16,0,2,7,7,0,0,0,56,29.0,35.0
1268,Renato Fabrizio Tapia Cortijo,R. Tapia,8940,1995-07-28,CD Leganés,ESP - LaLiga,2024/2025,95,Central Defender,91.38,28.96,28.96,9293.11,103.26,1072.75,395.54,42.15,139.26,8.67,534.8,50.82,113.66,4.53,90.81,9.85,3.35,0.79,26,0,3,3,5,7,7,1,51,51.0,30.0
1269,Renato Fabrizio Tapia Cortijo,R. Tapia,8940,1995-07-28,RC Celta de Vigo,ESP - LaLiga,2023/2024,28,Midfield,97.24,29.15,30.16,10156.23,112.85,1476.7,485.5,48.72,145.48,7.66,630.98,56.38,115.02,4.46,95.5,12.03,3.2,1.18,22,10,1,0,1,3,2,5,46,48.0,30.0
1270,Renato Fabrizio Tapia Cortijo,R. Tapia,8940,1995-07-28,CD Leganés,ESP - LaLiga,2024/2025,95,Midfield,92.17,28.25,29.78,9711.68,107.91,1251.59,481.27,45.37,145.37,7.88,626.64,53.25,109.24,4.1,89.9,10.68,2.6,0.85,21,10,1,0,1,3,3,3,46,46.0,30.0
1271,Renaud Emond,R. Emond,8944,1991-12-05,KAS Eupen,BEL - Pro League,2023/2024,28,Center Forward,86.77,27.79,28.26,10055.98,111.73,1407.27,611.69,59.57,140.03,11.11,751.72,70.68,122.55,10.67,99.43,24.15,8.15,1.93,19,0,1,5,5,1,3,4,50,38.0,34.0
1272,Ricardo Sousa Esgaio,Ricardo Esgaio,8974,1993-05-16,Sporting CP,POR - Primeira Liga,2023/2024,28,Full Back,81.66,29.08,30.42,10485.63,116.51,1671.45,798.39,68.19,255.27,14.05,1053.66,82.24,123.02,7.85,99.81,22.18,5.58,1.58,35,4,4,7,7,5,5,3,53,66.0,32.0
1273,Ricardo Jorge Luz Horta,Ricardo Horta,8983,1994-09-15,SC Braga,UEFA - Europa League,2024/2025,95,Midfield,89.22,27.9,28.5,11003.32,122.26,1743.9,628.28,51.73,138.77,7.35,767.04,59.08,112.69,3.75,94.67,16.86,2.45,0.72,25,5,3,7,5,2,2,1,46,54.0,31.0
1274,Ricardo Jorge Luz Horta,Ricardo Horta,8983,1994-09-15,SC Braga,POR - Primeira Liga,2023/2024,28,Midfield,97.38,27.16,27.62,10952.95,121.7,1791.07,546.77,45.17,103.16,6.01,649.93,51.18,107.21,2.54,93.0,12.48,2.19,0.81,14,3,1,7,1,1,1,0,46,30.0,31.0
1275,Ricardo Jorge Luz Horta,Ricardo Horta,8983,1994-09-15,SC Braga,POR - Primeira Liga,2024/2025,95,Midfield,90.82,27.85,29.68,11201.44,124.46,1783.73,640.11,51.04,138.49,7.02,778.6,58.06,107.19,2.97,92.82,13.96,1.73,0.41,29,7,3,10,5,2,2,0,46,63.0,31.0
1276,Ricardo Jorge Luz Horta,Ricardo Horta,8983,1994-09-15,SC Braga,POR - Primeira Liga,2023/2024,28,Wide Attacker,94.9,28.32,29.66,10444.85,116.05,1597.28,618.36,54.9,182.71,9.65,801.07,64.55,103.32,5.41,86.47,17.13,4.3,1.12,8,0,1,5,1,1,0,0,56,14.0,31.0
1277,Ricardo Jorge Luz Horta,Ricardo Horta,8983,1994-09-15,SC Braga,POR - Primeira Liga,2024/2025,95,Wide Attacker,95.38,28.03,28.96,10664.86,118.5,1656.05,617.06,52.57,146.46,8.22,763.52,60.8,108.65,4.85,87.62,15.97,3.24,0.81,8,0,0,7,1,0,0,0,56,14.0,31.0
1278,Ricardo Iván Rodríguez Araya,R. Rodríguez,8996,1992-08-25,Torino,ITA - Serie A,2023/2024,28,Central Defender,94.63,27.82,29.44,9335.05,103.72,1224.92,441.32,40.11,108.79,6.57,550.11,46.68,103.54,5.54,81.21,12.16,3.76,1.61,24,0,3,3,7,3,3,5,51,47.0,33.0
1279,Ricardo Iván Rodríguez Araya,R. Rodríguez,8996,1992-08-25,Torino,ITA - Serie A,2023/2024,28,Full Back,90.7,28.36,29.2,9645.8,107.18,1467.2,556.68,47.49,139.49,6.66,696.18,54.15,107.74,6.66,90.02,14.74,4.68,0.71,3,0,0,1,1,0,0,1,53,6.0,33.0
1280,Ricardo Iván Rodríguez Araya,R. Rodríguez,8996,1992-08-25,Real Betis Balompié,ESP - LaLiga,2024/2025,95,Full Back,91.78,28.47,29.46,8929.07,99.21,1065.84,476.29,46.78,142.68,9.12,618.97,55.9,99.93,6.18,78.74,17.95,4.61,1.08,0,0,0,0,0,0,0,0,53,0.0,33.0
1281,Riccardo Fiamozzi,R. Fiamozzi,9010,1993-05-18,AC Reggiana 1919,ITA - Serie B,2023/2024,28,Full Back,89.83,27.93,28.92,10125.94,112.51,1592.88,641.45,53.23,158.6,9.43,800.05,62.66,112.72,7.18,94.64,17.66,4.88,1.84,13,0,2,5,5,0,0,1,53,25.0,32.0
1282,Riccardo Fiamozzi,R. Fiamozzi,9010,1993-05-18,AC Reggiana 1919,ITA - Serie B,2024/2025,95,Full Back,87.7,27.79,28.7,10089.43,112.1,1564.91,556.32,46.73,138.47,6.95,694.79,53.68,110.92,5.61,90.15,16.58,4.11,1.42,4,0,0,3,1,0,0,0,53,8.0,32.0
1283,Rick Karsdorp,R. Karsdorp,9045,1995-02-11,Roma,ITA - Serie A,2023/2024,28,Full Back,83.69,30.21,32.06,10093.43,112.15,1465.42,639.15,55.92,227.91,11.58,867.06,67.51,112.67,6.78,94.81,19.44,5.13,1.16,32,14,3,3,5,3,3,1,53,60.0,30.0
1284,Rick Karsdorp,R. Karsdorp,9045,1995-02-11,Roma,UEFA - Europa League,2023/2024,28,Full Back,83.05,30.38,30.38,10110.59,112.34,1393.13,620.28,58.95,259.86,13.0,880.13,71.95,104.68,7.8,86.04,23.19,6.5,2.82,28,4,3,5,3,5,5,3,53,53.0,30.0
1285,Rick Karsdorp,R. Karsdorp,9045,1995-02-11,PSV Eindhoven,NED - Eredivisie,2024/2025,95,Full Back,90.91,30.7,31.32,9660.01,107.33,1352.19,477.18,53.96,230.34,11.72,707.53,65.67,108.08,6.93,89.76,16.5,3.63,1.32,15,6,1,1,0,3,3,1,53,28.0,30.0
1286,Ricky van Wolfswinkel,R. van Wolfswinkel,9052,1989-01-27,FC Twente,NED - Eredivisie,2023/2024,28,Center Forward,94.48,29.02,30.08,10062.79,111.81,1417.48,633.11,61.71,204.8,11.77,837.91,73.48,109.48,8.37,88.93,19.05,6.87,2.38,26,4,3,5,5,3,3,3,50,52.0,36.0
1287,Ricky van Wolfswinkel,R. van Wolfswinkel,9052,1989-01-27,FC Twente,NED - Eredivisie,2024/2025,95,Center Forward,91.84,28.93,29.48,10041.15,111.57,1487.68,643.83,60.02,210.57,10.78,854.39,70.8,113.92,7.96,91.14,15.56,5.88,1.59,21,0,3,5,5,3,3,2,50,42.0,36.0
1288,Ridgeciano Haps,R. Haps,9056,1993-06-12,Venezia,ITA - Serie A,2024/2025,95,Central Defender,85.43,28.06,28.06,9410.65,104.56,1145.57,433.62,37.5,88.7,6.32,522.32,43.83,103.87,5.69,83.23,16.65,3.58,0.0,22,0,3,3,7,1,3,5,51,43.0,32.0
1289,Ridgeciano Haps,R. Haps,9056,1993-06-12,Genoa,ITA - Serie A,2023/2024,28,Full Back,88.62,30.4,30.92,9807.98,108.98,1272.99,495.76,47.39,160.12,8.8,655.87,56.19,110.86,5.75,90.21,18.62,4.57,1.02,7,4,0,3,0,0,0,0,53,13.0,32.0
1290,Ridgeciano Haps,R. Haps,9056,1993-06-12,Venezia,ITA - Serie A,2024/2025,95,Full Back,85.1,30.4,31.16,9775.33,108.61,1343.47,575.64,54.24,236.45,11.33,812.09,65.57,108.78,7.4,91.56,19.04,6.04,1.66,19,6,2,1,3,3,1,3,53,36.0,32.0
1291,Riechedly Bazoer,R. Bazoer,9057,1996-10-12,AZ Alkmaar,NED - Eredivisie,2023/2024,28,Central Defender,90.17,27.52,30.56,9407.61,104.53,1102.16,297.25,27.8,63.38,3.39,360.63,31.19,96.92,4.28,78.42,9.2,2.71,0.46,10,6,0,3,0,0,0,1,51,20.0,29.0
1292,Rob Schoofs,R. Schoofs,9073,1994-03-23,KV Mechelen,BEL - Pro League,2023/2024,28,Midfield,98.23,26.44,28.04,11090.47,123.23,1856.3,482.22,39.88,70.33,3.96,552.56,43.84,116.87,2.45,102.91,10.48,1.56,0.38,11,3,0,7,1,0,0,0,46,24.0,31.0
1293,Rob Schoofs,R. Schoofs,9073,1994-03-23,KV Mechelen,BEL - Pro League,2024/2025,95,Midfield,96.08,26.5,28.74,11031.32,122.57,1800.73,423.18,37.53,70.32,4.3,493.49,41.83,109.48,2.2,96.02,10.71,1.43,0.32,12,5,0,7,0,0,0,0,46,26.0,31.0
1294,Robbie Brady,R. Brady,9091,1992-01-14,Preston North End,ENG - Championship,2023/2024,28,Full Back,88.16,29.48,30.68,9637.12,107.08,1256.88,478.33,47.12,180.46,9.89,658.79,57.01,100.13,7.77,82.46,13.74,5.18,1.65,10,4,0,1,0,1,1,3,53,19.0,33.0
1295,Robbie Brady,R. Brady,9091,1992-01-14,Preston North End,ENG - Championship,2024/2025,95,Full Back,87.86,28.8,29.22,9829.25,109.21,1320.92,534.25,55.75,180.72,10.97,714.97,66.73,105.21,7.32,79.16,17.85,5.27,2.05,10,0,1,3,1,1,1,3,53,19.0,33.0
1296,Robbie Brady,R. Brady,9091,1992-01-14,Preston North End,ENG - Championship,2024/2025,95,Wide Attacker,79.14,29.4,29.4,9698.94,107.77,1137.91,530.63,54.81,222.9,12.51,753.53,67.32,99.85,8.87,76.88,19.11,6.37,2.5,10,0,0,1,0,1,3,5,56,18.0,33.0
1297,Robert Lewandowski,R. Lewandowski,9106,1988-08-21,FC Barcelona,ESP - LaLiga,2023/2024,28,Center Forward,92.34,28.87,31.06,9328.71,103.65,1045.2,450.74,45.09,153.4,8.27,604.14,53.36,93.47,6.67,78.16,14.34,4.56,1.41,9,6,0,0,0,1,1,1,50,18.0,37.0
1298,Robert Lewandowski,R. Lewandowski,9106,1988-08-21,FC Barcelona,ESP - LaLiga,2024/2025,95,Center Forward,89.49,28.69,31.06,9200.73,102.23,1030.11,448.11,44.94,140.48,7.46,588.59,52.4,92.94,7.35,76.15,16.89,5.48,1.25,9,6,0,0,0,1,0,2,50,18.0,37.0
1299,Roberto Gagliardini,R. Gagliardini,9134,1994-04-07,Associazione Calcio Monza,ITA - Serie A,2023/2024,28,Midfield,92.93,27.32,28.74,11077.48,123.08,2009.87,606.73,50.63,131.67,6.74,738.4,57.36,117.41,4.09,104.25,11.49,2.07,0.48,26,5,2,7,5,2,2,3,46,57.0,31.0
1300,Roberto Maximiliano Pereyra,R. Pereyra,9140,1991-01-07,Udinese,ITA - Serie A,2023/2024,28,Center Forward,96.15,27.5,28.12,11006.86,122.3,1820.16,661.75,57.45,155.96,10.76,817.71,68.21,105.07,6.43,93.37,11.82,4.68,1.29,21,0,2,7,7,1,3,1,50,42.0,34.0
1301,Roberto Maximiliano Pereyra,R. Pereyra,9140,1991-01-07,Udinese,ITA - Serie A,2023/2024,28,Midfield,81.64,27.13,27.5,10736.43,119.29,1872.82,791.35,61.18,135.41,8.27,926.76,69.45,108.59,4.59,92.79,13.6,3.31,0.55,26,0,4,5,7,2,3,5,46,57.0,34.0
1302,Roberto Soriano,R. Soriano,9145,1991-02-08,Sportiva Salernitana,ITA - Serie B,2024/2025,95,Midfield,80.15,26.51,27.54,10915.52,121.28,1961.05,661.41,54.42,90.88,6.87,752.29,61.29,101.12,2.38,89.3,12.48,1.06,0.26,16,0,3,5,5,1,2,0,46,35.0,34.0
1303,Robin Gosens,R. Gosens,9155,1994-07-05,Fiorentina,ITA - Serie A,2024/2025,95,Full Back,91.47,28.58,29.98,10611.59,117.91,1677.93,771.69,63.17,233.8,11.85,1005.49,75.02,110.44,8.08,91.87,17.42,5.37,1.56,29,0,4,7,7,3,3,5,53,55.0,31.0
1304,Robin Gosens,R. Gosens,9155,1994-07-05,FC Union Berlin,GER - Bundesliga,2023/2024,28,Full Back,90.95,28.08,29.46,11140.01,123.78,1837.1,758.31,62.43,209.0,11.79,967.32,74.21,112.12,6.93,94.61,18.8,4.39,1.16,25,0,4,7,7,3,3,1,53,47.0,31.0
1305,Robin Knoche,R. Knoche,9159,1992-05-22,FC Union Berlin,GER - Bundesliga,2023/2024,28,Central Defender,98.5,26.85,28.52,9901.13,110.01,1183.87,329.17,27.59,53.74,3.18,382.9,30.76,94.9,3.7,75.84,10.14,1.96,0.74,8,0,0,7,1,0,0,0,51,16.0,33.0
1306,Robin Pröpper,R. Pröpper,9161,1993-09-23,FC Twente,NED - Eredivisie,2023/2024,28,Central Defender,97.34,27.89,30.3,9700.38,107.78,1324.12,400.5,35.93,114.27,6.09,514.77,42.02,104.36,5.13,79.33,12.31,2.61,0.32,30,6,3,7,5,3,3,3,51,59.0,32.0
1307,Robin Pröpper,R. Pröpper,9161,1993-09-23,Rangers,UEFA - Europa League,2024/2025,95,Central Defender,98.58,28.19,28.74,9429.75,104.78,1218.96,386.19,37.17,113.73,6.65,499.92,43.82,103.56,5.22,78.26,15.65,2.61,0.26,20,0,3,3,3,3,3,5,51,39.0,32.0
1308,Rodrigo Andrés Battaglia,Rodrigo Battaglia,9184,1991-07-12,Clube Atlético Mineiro,BRA - Série A,2024/2024,29,Central Defender,99.84,28.09,30.3,8646.78,96.08,908.36,264.88,24.99,74.97,3.51,339.85,28.5,91.3,4.36,72.52,9.06,2.35,0.45,7,6,0,0,0,0,0,1,51,14.0,34.0
1309,Rodrigo Andrés Battaglia,Rodrigo Battaglia,9184,1991-07-12,Club Atlético Boca Juniors,ARG - Primera Division - 1st Phase,2025/2025,128,Central Defender,98.55,27.06,27.92,8664.29,96.27,951.41,287.68,28.2,57.65,4.22,345.33,32.42,93.5,5.14,76.83,11.53,3.42,0.57,5,0,0,0,0,0,0,5,51,10.0,34.0
1310,Rodrigo Andrés Battaglia,Rodrigo Battaglia,9184,1991-07-12,Clube Atlético Mineiro,BRA - Série A,2024/2024,29,Midfield,100.79,27.03,27.38,9443.4,104.93,1185.42,357.42,31.38,51.53,2.68,408.96,34.06,93.37,3.83,81.38,9.44,2.81,0.38,3,0,0,0,0,0,0,3,46,7.0,34.0
1311,Rodrigo Javier De Paul,R. De Paul,9188,1994-05-24,Atlético Madrid,ESP - LaLiga,2023/2024,28,Midfield,79.76,28.2,29.52,10663.46,118.48,1691.91,675.43,60.77,179.15,9.73,854.58,70.5,113.86,4.57,90.54,20.31,3.17,0.75,34,7,4,5,7,3,3,5,46,74.0,31.0
1312,Rodrigo Javier De Paul,R. De Paul,9188,1994-05-24,Atlético Madrid,ESP - LaLiga,2024/2025,95,Midfield,82.45,28.18,29.64,10944.31,121.6,1652.63,719.16,63.17,212.79,11.57,931.95,74.74,112.51,5.6,96.79,18.41,4.08,1.31,40,7,4,7,7,4,4,7,46,87.0,31.0
1313,Rodrigo Ely,Rodrigo Ely,9190,1993-11-03,Grêmio FB Porto Alegrense,BRA - Série A,2024/2024,29,Central Defender,99.2,28.91,30.7,8215.09,91.28,776.07,265.56,27.27,95.05,4.64,360.6,31.91,86.35,3.9,67.08,9.5,1.17,0.32,7,6,0,0,0,1,0,0,51,14.0,32.0
1314,Rodrigo Hernández Cascante,Rodri,9192,1996-06-22,Manchester City,ENG - Premier League,2023/2024,28,Midfield,97.35,27.28,29.3,11068.83,122.99,1905.48,509.13,44.85,106.12,5.8,615.25,50.65,114.21,3.87,99.23,12.21,2.38,0.53,21,7,1,7,1,1,1,3,46,46.0,29.0
1315,Rodrigo Cunha Pereira de Pinho,Rodrigo Pinho,9195,1991-05-30,Amadora,POR - Primeira Liga,2024/2025,95,Center Forward,80.49,29.15,30.42,9361.64,104.02,1199.79,472.78,49.61,149.63,8.54,622.41,58.14,98.6,9.35,82.95,15.96,7.52,2.13,9,4,0,0,0,1,1,3,50,18.0,34.0
1316,Roger Martí Salvador,Roger Martí,9209,1991-01-03,Cadiz CF,ESP - LaLiga,2023/2024,28,Center Forward,85.07,29.0,30.3,9923.0,110.26,1529.18,677.42,66.5,202.68,12.62,880.1,79.12,112.68,9.45,91.21,20.1,7.48,1.89,28,4,3,3,7,3,5,3,50,56.0,34.0
1317,Rogério Oliveira da Silva,Rogério,9212,1998-01-13,VfL Wolfsburg,GER - Bundesliga,2023/2024,28,Full Back,99.89,29.77,30.92,9697.14,107.75,1304.18,554.89,56.86,207.12,11.31,762.0,68.17,100.81,9.11,85.49,18.32,6.81,2.7,18,4,1,1,1,3,1,7,53,34.0,27.0
1318,Rolando Mandragora,R. Mandragora,9226,1997-06-29,Fiorentina,ITA - Serie A,2023/2024,28,Midfield,91.16,27.06,27.7,10306.35,114.51,1625.86,570.28,46.02,112.55,6.61,682.83,52.63,103.36,3.34,88.17,12.08,1.97,0.61,16,3,2,3,3,2,2,1,46,35.0,28.0
1319,Rolando Mandragora,R. Mandragora,9226,1997-06-29,Fiorentina,ITA - Serie A,2024/2025,95,Midfield,81.61,26.69,28.48,10126.4,112.52,1503.24,459.79,40.43,84.79,4.72,544.58,45.15,99.86,3.25,87.49,10.23,1.47,0.18,7,5,0,0,0,1,0,1,46,15.0,28.0
1320,Roman Neustädter,R. Neustädter,9259,1988-02-18,KVC Westerlo,BEL - Pro League,2023/2024,28,Central Defender,96.68,27.49,29.4,9522.63,105.81,1189.76,374.75,33.65,74.86,4.9,449.61,38.56,108.8,4.44,88.58,10.28,2.54,0.64,12,0,2,5,3,0,1,1,51,24.0,37.0
1321,Roman Neustädter,R. Neustädter,9259,1988-02-18,KVC Westerlo,BEL - Pro League,2024/2025,95,Central Defender,100.88,27.66,29.0,9057.61,100.64,1094.72,328.99,31.92,78.41,5.01,407.4,36.92,103.83,4.06,83.12,10.66,2.43,0.64,4,0,1,1,1,0,1,0,51,8.0,37.0
1322,Romelu Menama Lukaku Bolingoli,R. Lukaku,9269,1993-05-13,Roma,ITA - Serie A,2023/2024,28,Center Forward,96.39,29.19,31.26,8676.92,96.41,1012.9,391.6,39.92,136.16,6.87,527.76,46.79,98.08,7.14,81.17,13.31,4.74,1.53,8,6,0,0,0,0,0,2,50,16.0,32.0
1323,Romelu Menama Lukaku Bolingoli,R. Lukaku,9269,1993-05-13,Roma,UEFA - Europa League,2023/2024,28,Center Forward,91.68,28.41,30.18,8725.39,96.95,1031.54,379.32,36.65,108.14,5.73,487.47,42.37,98.33,6.95,84.42,13.33,3.6,1.55,5,4,0,0,0,0,0,1,50,10.0,32.0
1324,Romelu Menama Lukaku Bolingoli,R. Lukaku,9269,1993-05-13,Napoli,ITA - Serie A,2024/2025,95,Center Forward,84.26,28.56,31.6,9161.93,101.8,1187.27,446.92,41.98,121.76,6.41,568.68,48.38,104.1,6.66,85.7,15.34,3.95,0.89,11,10,0,0,0,0,0,1,50,22.0,32.0
1325,Ross Barkley,R. Barkley,9306,1993-12-05,Luton Town,ENG - Premier League,2023/2024,28,Midfield,98.38,26.88,29.1,10304.0,114.49,1600.41,470.17,37.79,92.93,4.76,563.1,42.55,104.95,4.29,88.55,10.91,2.52,0.69,16,7,1,3,1,1,0,3,46,35.0,32.0
1326,Rubén Duarte Sánchez,Rubén Duarte,9335,1995-10-18,Deportivo Alavés,ESP - LaLiga,2023/2024,28,Central Defender,94.12,27.92,28.92,8885.39,98.73,1029.13,318.0,29.01,74.8,4.46,392.8,33.47,100.94,4.36,78.09,9.56,3.29,0.74,2,0,1,0,0,0,0,1,51,4.0,30.0
1327,Rubén Duarte Sánchez,Rubén Duarte,9335,1995-10-18,Deportivo Alavés,ESP - LaLiga,2023/2024,28,Full Back,94.26,27.85,28.8,9565.99,106.29,1254.93,506.94,44.53,135.67,7.73,642.61,52.26,110.68,5.38,87.85,17.36,4.43,1.3,1,0,0,1,0,0,0,0,53,2.0,30.0
1328,Rúben Miguel  Marques dos Santos Fernandes,Rúben Fernandes,9336,1986-05-06,Gil Vicente FC,POR - Primeira Liga,2023/2024,28,Central Defender,100.76,28.4,30.72,8846.87,98.3,960.73,299.93,29.35,83.19,4.5,383.12,33.85,98.44,3.67,75.15,10.41,1.82,0.37,7,6,0,0,0,1,0,0,51,14.0,39.0
1329,Rúben Miguel  Marques dos Santos Fernandes,Rúben Fernandes,9336,1986-05-06,Gil Vicente FC,POR - Primeira Liga,2024/2025,95,Central Defender,98.71,27.73,29.94,8977.13,99.75,1006.21,279.06,26.73,71.83,3.68,350.89,30.41,98.34,4.23,75.22,10.13,2.57,0.78,5,3,0,1,0,0,0,1,51,10.0,39.0
1330,Rubén García Santos,Rubén García,9338,1993-07-14,CA Osasuna,ESP - LaLiga,2024/2025,95,Center Forward,79.75,29.02,29.2,10217.32,113.53,1420.01,495.59,51.16,175.1,10.72,670.7,61.88,109.28,5.64,91.22,17.49,4.51,1.13,11,0,1,5,1,1,3,0,50,22.0,32.0
1331,Rubén García Santos,Rubén García,9338,1993-07-14,CA Osasuna,ESP - LaLiga,2023/2024,28,Wide Attacker,81.91,28.86,30.28,9680.96,107.57,1281.6,586.33,56.41,200.72,10.55,787.05,66.96,110.1,7.03,86.88,20.22,4.47,1.32,12,4,1,1,1,1,1,3,56,21.0,32.0
1332,Rubén García Santos,Rubén García,9338,1993-07-14,CA Osasuna,ESP - LaLiga,2024/2025,95,Wide Attacker,80.24,28.87,30.42,9811.34,109.01,1391.78,585.83,56.08,211.51,12.1,797.33,68.18,111.69,7.56,90.2,20.37,5.67,1.83,12,4,1,1,1,1,1,3,56,21.0,32.0
1333,Rúben Alexandre Rocha Lima,Rúben Lima,9341,1989-10-03,Amadora,POR - Primeira Liga,2023/2024,28,Central Defender,100.31,27.42,27.42,9722.98,108.03,1174.46,356.73,35.35,81.65,5.56,438.38,40.91,110.9,4.49,83.8,11.48,2.33,0.72,11,0,1,7,1,0,1,1,51,22.0,36.0
1334,Rúben Alexandre Rocha Lima,Rúben Lima,9341,1989-10-03,Amadora,POR - Primeira Liga,2024/2025,95,Central Defender,94.55,27.1,28.66,9100.87,101.12,1126.77,336.23,32.22,73.5,4.96,409.73,37.18,103.11,5.46,79.71,12.48,3.16,0.4,9,0,1,1,1,0,1,5,51,18.0,36.0
1335,Rúben Alexandre Rocha Lima,Rúben Lima,9341,1989-10-03,Amadora,POR - Primeira Liga,2023/2024,28,Full Back,69.34,27.92,27.92,10455.8,116.18,1659.22,648.43,56.07,154.97,10.38,803.39,66.45,111.36,8.05,92.67,21.03,3.89,0.52,18,0,2,7,5,0,1,3,53,34.0,36.0
1336,Ruben Loftus-Cheek,R. Loftus-Cheek,9342,1996-01-23,Milan,ITA - Serie A,2023/2024,28,Midfield,86.87,29.67,31.66,10355.29,115.06,1451.42,471.42,47.3,165.14,8.42,636.56,55.72,104.28,4.73,92.75,10.59,3.38,1.13,26,10,1,3,1,3,3,5,46,57.0,29.0
